title,company,location,salary,job_type,description,posted_date
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Mau - Ghosi, Kajha, Gawli Palasia, Ratanpura + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"29 Apr 2025, 04:21 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Palanpur - Gathaman Road, Ambika Society, Laxmipura, Angola Road + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"29 Apr 2025, 12:53 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Ballia - Bansdih, Baheri, Belthara Road, Bhimpura + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"29 Apr 2025, 12:22 PM"
Company Driver,Not mentioned,"Navimumbai - Nerul, Kharghar, Panvel, Ghansoli + 1 more","20,000 - 25,000",Full Time Jobs,Not mentioned,"29 Apr 2025, 12:13 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Satna - Dhawari, Mukhtiyarganj, RamTekri, Transport Nagar + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"29 Apr 2025, 09:27 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Shamli - Jhinjhana, Kandhla, Pansariyan Colony, Majra Road + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"29 Apr 2025, 08:56 AM"
TRUCK DRIVER,QUEBEC,Canada,"99,000 - 99,999",Work Abroad,Not mentioned,"29 Apr 2025, 07:59 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Gonda - Jhanjhari Block, Mankapur, Khaira, New Colony + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"29 Apr 2025, 07:27 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Rampur - Baradari, Awas Vikas, Civil Lines, Dhamora + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 11:52 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Faridkot - Bhan Singh Colony, Harindar Nagar, New Cantonment Road, Sunder Nagar + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 11:04 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Tiruvannamalai - Avalurpet, Devanandal, Kilnachipattu, Melnagar + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 09:18 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Muzaffarnagar - Civil Lines South, Krishnapuri, Upper Ganga Canal Road, Sutharshahi + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 07:57 PM"
Car driver need,Not mentioned,Nagpur - Manish Nagar,"8,000 - 15,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 07:17 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Shahjahanpur - Khirni Bagh, Lodhipur, Kuchha Kathara, Nighohi Road + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 05:40 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Dholpur - RIICO, Hirnauda, Sarkan Khera, Saipau + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 05:31 PM"
Driver cum Office Boy,VijayaDhaya Group,"Madurai - Mattiuttavani, Otthakadai","12,000 - 15,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 04:50 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Purulia - New Famine Road, Raghunathpur, Raghabpur, NH 32 + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 04:24 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Theniallinagaram - Kandamanur, Theni Allinagaram, T Azhagarnaickanpatti, Thappukundu + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 03:22 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Jaunpur - Olandganj, Newada, Phoolpur, Ramdaspur + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 03:01 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Godhra - Nadisar, Vansiya, Timba, Tajpur + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 02:27 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Hardoi - Avas Vikas Colony, Azadnagar, Cinema Road, Balamau + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 01:27 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Mandya - Kattahalli, Srirangapatna, Tubinakere, Subash Nagar + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 01:20 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Chitrakoot - Purani Bazar, Sitapur","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 12:45 PM"
Doctor work,Not mentioned,Chitrakoot - Sitapur,"15,000 - 16,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 12:45 PM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Sultanpur - Civil Line, Dariyapur, Devkali, Badhaiyabeer + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 12:11 PM"
Auto rikshaw rental on daily basis,Not mentioned,"Vijayawada - Auto Nagar, 1 Town, Gollapudi","15,000 - 16,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 11:47 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Budaun - Sahaswan, Patiyali Sarai, Molvi Tola, Mauzampur Nehnagar + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 11:02 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Chitradurga - Saraswathipuram, Vidyanagara Extension, Prashanta Nagar, Molakalmuru + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 11:01 AM"
Delivery executive,Not mentioned,Rangareddy - Kukatpally,"25,000 - 40,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:51 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Jalaun - Aal, Aata, Abhirva, Abhedipur + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:38 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Orai - Patel Nagar, Bajaria, Sushil Nagar","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:38 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Etah - Khairpur, Manpur, Qidwai Nagar, Shrangar Nagar + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:38 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Pratapgarh - Paltan Bazar Colony, Patti road, Kunda, Karanpur Kuhi + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:38 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Fatehabad - NH-10, Ratia, Maturam Colony, Bighar Road + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:38 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Haveri - Shiggaon, Tadas, Vinayaka Nagar, Lakamapur + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:38 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,Shrawasti - Bhinga,"25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:38 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Hamirpur - Kuchecha, Manjhoopur Danda, Bhota, Rath + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Chandauli - Dulhipur, Katsila, Madhopur, Majhwar Khas + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Sambhal - Bahjoi, Pathra, Sarai Tarin","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Lakhimpurkheri - Behajam Road, Bahadur Nagar, Mohammadi, Gola Gokaran Nath + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Mehsana - Jotana, Motap, Unjha-Mehsana Road, Virat Nagar Society + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Hanumangarh - Canal Colony, Sindhi colony, Town - Junction Road, Makkasar + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Jhargram - Raghunathpur, Putuchowdhury Colony, Sarada Vidyapith, Old Jhargram + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Santkabirnagar - Rustampur, Menhdawal, khalilabad","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Ramanagaram - Bolappanahalli, Byramangala, Channapatna, Gowdagere + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Amethi - Musafirkhana, Nasirabad, Korwa, Parhari + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:37 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Purbamedinipur - Serpur, Purushottampur, Sutahata, New Digha + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:36 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Mahendragarh - Narnaul, Baba Jagram Das Colony, Paiga, Kheri Talwana + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:36 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Bagpat - Khekra, Doula, Niwara Road, Old Town + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:36 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Mahoba - Rath Road, Makaniya Purva","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:33 AM"
Rapido Is Hiring Delivery Boy Biker || Salary Upto 30000 ||,ROPPEN TRANSPORTATION SERVICES PVT LTD,"Kaushambi - Chail, Kasenda, Bharwari, Manjhanpur + 1 more","25,000 - 30,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:33 AM"
Car driver,Not mentioned,"Girsomnath - Prabhas Patan, Veraval","17,000 - 18,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 10:29 AM"
Driver needed for 9am to 6pm.Permanent job.,Not mentioned,"Durgapur - Benachity, A-Zone, City Center, Ambuja","9,500 - 10,000",Full Time Jobs,Driver needed for 9am to 6pm.Permanent job.,"28 Apr 2025, 10:08 AM"
Driver- 3-wheeler and 4-wheeler,Ours Scrap and Services,"Udupi - Korangrapady, Manipal, Santhekatte, Malpe + 1 more","10,000 - 17,000",Full Time Jobs,Driver- 3-wheeler and 4-wheeler,"27 Apr 2025, 11:57 AM"
Cab Driver - Himalaya Cab - Dharamshala Taxi service,HIMALAYA CAB,"Dharamshala - Palampur Dharamshala Highway, Shyam Nagar, McLeod Ganj, Dari + 1 more","15,000 - 20,000",Full Time Jobs,Cab Driver - Himalaya Cab - Dharamshala Taxi service,"26 Apr 2025, 09:50 PM"
Driver thiruvarur city,Not mentioned,"Thiruvarur - Edaiyur, Pulivalam","20,000 - 21,000",Full Time Jobs,Driver thiruvarur city,"26 Apr 2025, 02:45 PM"
CRANE OPERATOR,SMP INFRASTRUCTURE PVT LTD,Bharuch - Dahej,"23,000 - 24,000",Full Time Jobs,CRANE OPERATOR,"26 Apr 2025, 09:32 AM"
Driving license,Not mentioned,"Cuddalore - Kullanchavadi, Allapakkam, Vadalur, Vadakuthu + 1 more","20,000 - 30,000",Full Time Jobs,Driving license,"25 Apr 2025, 08:33 PM"
Driver skil,Not mentioned,"Panipat - 25 Sector Part 2, Assandh road","10,000 - 11,000",Full Time Jobs,Driver skil,"25 Apr 2025, 10:11 AM"
Hevi driver,Not mentioned,Kannur - Alakode,"25,000 - 26,000",Full Time Jobs,Hevi driver,"25 Apr 2025, 09:13 AM"
Privat driver,volo pvt,Noida - Sector-121,"17,000 - 18,000",Full Time Jobs,Privat driver,"24 Apr 2025, 01:25 PM"
Driver for Ola Uber,Not mentioned,"Bhubaneswar - Palasuni, Acharya Vihar","12,000 - 13,000",Full Time Jobs,Driver for Ola Uber,"22 Apr 2025, 10:39 PM"
Driver for My Cab,Not mentioned,"Bhubaneswar - Palasuni, Bomikhal","12,000 - 15,000",Full Time Jobs,Driver for My Cab,"22 Apr 2025, 10:30 PM"
Eicher driver,Not mentioned,"Pithampur - Jai Nagar Colony, HB Colony, Pithapuram Samalkot Road","15,000 - 17,000",Full Time Jobs,Eicher driver,"22 Apr 2025, 12:05 PM"
Driver Job,Not mentioned,"Kharagpur - Kalaikunda, Kharagpur, Nimpura, Malancha Road + 1 more","18,000 - 20,000",Full Time Jobs,Driver Job,"22 Apr 2025, 11:18 AM"
Heavy vechile truck driver needed,Not mentioned,Chennai - Perambur,"20,000 - 21,000",Full Time Jobs,Heavy vechile truck driver needed,"22 Apr 2025, 10:26 AM"
HIRING FOR DRIVERS FOR HYD LOCATION || UP TO 30K,SRINIKA TOURS AND TRAVELS,"Anantapur - Adarsh Nagar, DR Colony, Gooty, Kalyandurgam Road + 1 more","25,000 - 30,000",Full Time Jobs,HIRING FOR DRIVERS FOR HYD LOCATION || UP TO 30K,"21 Apr 2025, 07:14 PM"
Driver I know English Hindi Assamese Nepali I have been driving car since 2012 I got good knowledge about car and bike also I have driving licence al,Not mentioned,Goalpara - Balijan,"20,000 - 20,000",Full Time Jobs,Driver I know English Hindi Assamese Nepali I have been driving car since 2012 I got good knowledge about car and bike also I have driving licence al,"21 Apr 2025, 04:23 PM"
Only driver,Not mentioned,"Bhadrak - Charampa, Basudebpur","20,000 - 21,000",Full Time Jobs,Only driver,"21 Apr 2025, 02:43 PM"
Car driver,Not mentioned,"Haveri - Savanur, Shiggaon, Lakamapur, Haveri road + 1 more","25,000 - 50,000",Full Time Jobs,Car driver,"21 Apr 2025, 02:21 PM"
Full time driver for local,Not mentioned,"Mohali - Sector 79, Airport Road","15,000 - 16,000",Full Time Jobs,Full time driver for local,"21 Apr 2025, 11:39 AM"
Light driver,Not mentioned,"Azamgarh - Phulpur, Bilariyaganj, Civil Line, Hafizpur + 1 more","25,000 - 26,000",Full Time Jobs,Light driver,"21 Apr 2025, 10:46 AM"
Good barking,Not mentioned,Bagalkot - Mudhol,"28,500 - 29,500",Full Time Jobs,Good barking,"21 Apr 2025, 10:26 AM"
Driver job for beawar,Not mentioned,"Beawar - NH-8, Jaliya Road","15,000 - 16,000",Full Time Jobs,Driver job for beawar,"21 Apr 2025, 10:22 AM"
TATA ACE GOLD TEMPO DRIVER,TEJASVI TRANSPORT,Mumbai - Malad East,"12,000 - 15,000",Full Time Jobs,TATA ACE GOLD TEMPO DRIVER,"20 Apr 2025, 10:46 AM"
Driver/Delivery Executive Needed in Transport Company,Proper Express,"Ambikapur - Bramha Path, Mahamaya Road, Namnakala, Chandini Chowk + 1 more","8,000 - 12,000",Full Time Jobs,Driver/Delivery Executive Needed in Transport Company,"19 Apr 2025, 11:21 AM"
Four willer,Not mentioned,Baran - Atru,"20,000 - 21,000",Full Time Jobs,Four willer,"19 Apr 2025, 10:56 AM"
Driver,Not mentioned,"Bhagalpur - Kahalgaon, Sabour","10,000 - 11,000",Full Time Jobs,Not mentioned,"19 Apr 2025, 09:33 AM"
Urgent Hiring BluSmart Drivers Needed In Bangalore,BLU-SMART FLEET PRIVATE LIMITED,"Bangalore - Ambalipura Sarjapur Road, Ananth Nagar Phase 1, Attibele, BEL Layout + 1 more","25,000 - 26,000",Full Time Jobs,Not mentioned,"18 Apr 2025, 10:24 AM"
Driver for TATA ACE,Not mentioned,"Mumbai - Vasai East, Nalasopara East, Virar East","13,000 - 15,000",Full Time Jobs,Not mentioned,"17 Apr 2025, 11:26 AM"
Car driver,Not mentioned,"Ballia - Civil Line, Hanumanganj, Belthara Road, Sikandarpur + 1 more","8,000 - 8,500",Full Time Jobs,Not mentioned,"17 Apr 2025, 10:31 AM"
Road Sweeper Truck Driver,Tirth Hygiene Technology Pvt Ltd,Bangalore - Sarjapur Attibele Road,"24,000 - 25,000",Full Time Jobs,"Driver - Heavy-Vehicle-Driver, Truck-driver","17 Apr 2025, 07:05 AM"
Driver Sales&Service,Harsha Toyota,"Chennai - Avadi, Maduravoyal, Pattabiram, Ambattur + 1 more","15,000 - 15,000",Full Time Jobs,"Driver - Company-driver, Commercial-Transport-Driver, Others, Taxi-driver","16 Apr 2025, 06:37 PM"
Required candidate in Navsari city for driver role.,Not mentioned,"Navsari - Chikhli, Italva, Degam, Endhal + 1 more","20,000 - 21,000",Full Time Jobs,Not mentioned,"16 Apr 2025, 01:06 PM"
Driver Car,Not mentioned,"Phagwara - Adarsh Nagar, Hadiabad","15,000 - 16,000",Full Time Jobs,Not mentioned,"16 Apr 2025, 12:24 PM"
Driver For Tata Ace,Not mentioned,"Vasaivirar - Evershine City, Achole Road, Ambadi Road, Waliv","13,000 - 15,000",Full Time Jobs,Not mentioned,"16 Apr 2025, 12:23 PM"
Urgent Hiring For Electric Cab Driver Blu-Smart in Bangalore,BLU-SMART FLEET PRIVATE LIMITED,"Bangalore - Chinnakurchi, D Group Employees Layout, Dinnur, Doddakallasandra + 1 more","25,000 - 30,000",Full Time Jobs,"Driver - Company-driver, Private-Driver, Commercial-Transport-Driver, Interstate-Driver + 10 more","15 Apr 2025, 06:07 PM"
Wanted Electric Taxi Driver for BluSmart Immediate Joining In Delhi,BLU-SMART FLEET PRIVATE LIMITED,"Delhi - J Block, Jal Vihar, Kalkaji, Khan Market + 1 more","25,000 - 30,000",Full Time Jobs,Driver,"15 Apr 2025, 06:06 PM"
"Join BluSmart Drive Electric, Earn More in Bangalore",BLU-SMART FLEET PRIVATE LIMITED,"Bangalore - Chadalapura, Dasanapura, HBR Layout, Hormavu + 1 more","25,000 - 30,000",Full Time Jobs,"Driver - Company-driver, Private-Driver, Commercial-Transport-Driver, Interstate-Driver + 10 more","15 Apr 2025, 06:03 PM"
Raipur city for drivar,Not mentioned,"Dhamtari - Gujrati Colony, Bhakhara, Itwari Bazar, Subhash Nagar + 1 more","18,000 - 19,000",Full Time Jobs,Not mentioned,"14 Apr 2025, 10:16 PM"
Sales and marketing,Not mentioned,Ramachandrapuram - Ratnampeta,"10,000 - 11,000",Full Time Jobs,Driver,"12 Apr 2025, 02:27 PM"
Tata AC lod vacancy,Not mentioned,"Virudhunagar - RR Nagar, Kakkivadanpatti, Kariapatti, Amathur + 1 more","40,000 - 41,000",Full Time Jobs,Driver,"11 Apr 2025, 05:29 AM"
Driver Wanted - Capable of Driving Auto & Car - Location-Virudhunagar Only - Contact No 9894058602,Vanniaperumal S,"Virudhunagar - NGO Colony, Pandian Nagar, Lakshmi Nagar, GT Nagar + 1 more","15,000 - 18,000",Full Time Jobs,Driver,"11 Apr 2025, 05:22 AM"
Heavy driver,Not mentioned,Jind - Pilu Khera,"22,000 - 23,000",Full Time Jobs,Driver,"09 Apr 2025, 11:16 AM"
Driver needed,Not mentioned,Karaikudi - Kalanivasal,"10,000 - 11,000",Full Time Jobs,Driver,"08 Apr 2025, 10:08 AM"
Aeg-20 my first choice driver,Not mentioned,"Bhagalpur - Pirpainti, Ekchari, Kahalgaon","15,500 - 16,500",Full Time Jobs,Driver,"08 Apr 2025, 06:20 AM"
Required driver for school van Winger,Not mentioned,Angul - Turanga,"6,000 - 8,000",Full Time Jobs,Driver,"07 Apr 2025, 05:03 PM"
